"U:0","U:1","U:2","Points:0","Points:1","Points:2"
4.4361,0.18629,0.031601,-31.562,-26.54,0.41701
4.4854,0.077237,0.14038,-31.564,-27.589,1.3336
4.5884,0.014227,0.23415,-31.565,-28.627,2.4479
4.639,0.0048771,0.3341,-31.563,-29.511,3.552
4.6315,0.23623,0.021923,-32.549,-25.54,0.4167
4.6302,0.15831,0.10115,-32.553,-26.561,1.3224
4.6652,0.082486,0.17429,-32.556,-27.604,2.3992
4.7413,0.036739,0.23837,-32.554,-28.621,3.5104
4.7702,0.0096181,0.2929,-32.55,-29.509,4.5668
4.7831,0.22989,0.014605,-33.536,-24.549,0.41602
4.7634,0.18202,0.070493,-33.542,-25.554,1.3155
4.7696,0.12669,0.12474,-33.549,-26.581,2.3638
4.8037,0.074195,0.17512,-33.55,-27.613,3.4623
4.8531,0.039588,0.2081,-33.544,-28.619,4.538
4.8633,0.010314,0.23672,-33.538,-29.508,5.5587
4.883,0.19824,0.0096706,-34.526,-23.565,0.41581
4.8645,0.17238,0.047985,-34.536,-24.558,1.3127
4.8582,0.13631,0.086221,-34.548,-25.57,2.3459
4.87,0.096794,0.12422,-34.554,-26.597,3.4225
4.8946,0.060004,0.15223,-34.551,-27.617,4.503
4.9247,0.034055,0.16736,-34.54,-28.62,5.5417
4.9289,0.0084496,0.18274,-34.53,-29.508,6.5382
4.943,0.15813,0.0062692,-35.52,-22.582,0.41608
4.9308,0.14572,0.031573,-35.536,-23.569,1.3142
4.9231,0.12457,0.057765,-35.554,-24.569,2.3448
4.9249,0.098192,0.084647,-35.567,-25.582,3.4056
4.9351,0.070785,0.10664,-35.568,-26.604,4.4774
4.95,0.045307,0.12051,-35.559,-27.619,5.5223
4.9671,0.026485,0.12586,-35.543,-28.62,6.5312
4.9656,0.0065363,0.13236,-35.529,-29.509,7.5126
4.9762,0.11732,0.0038561,-36.526,-21.6,0.416
4.97,0.11215,0.019754,-36.548,-22.584,1.3198
4.9648,0.10085,0.037022,-36.569,-23.575,2.3607
4.9636,0.085144,0.054973,-36.585,-24.574,3.4203
4.9666,0.067104,0.070615,-36.592,-25.584,4.4766
4.9727,0.048889,0.081644,-36.589,-26.601,5.5132
4.9805,0.032057,0.087267,-36.577,-27.617,6.5245
4.9892,0.019008,0.087642,-36.56,-28.623,7.5129
4.9858,0.0044769,0.086643,-36.541,-29.511,8.4863
4.9924,0.078385,0.0020967,-37.544,-20.618,0.41362
4.9903,0.076478,0.011107,-37.58,-21.6,1.3302
4.9878,0.07136,0.021846,-37.596,-22.586,2.3951
4.9866,0.063372,0.032842,-37.605,-23.575,3.4591
4.987,0.053177,0.042815,-37.609,-24.571,4.5012
4.9887,0.042003,0.050361,-37.61,-25.575,5.5215
4.9915,0.030824,0.054808,-37.608,-26.589,6.5242
4.9947,0.020569,0.055936,-37.603,-27.612,7.5129
4.9984,0.011925,0.054285,-37.594,-28.632,8.4905
4.9951,0.0028047,0.050156,-37.566,-29.519,9.4625
4.9987,0.04244,0.00089667,-38.564,-19.636,0.40796
4.9983,0.040837,0.0048886,-38.633,-20.618,1.3469
4.9977,0.039853,0.010571,-38.622,-21.601,2.4446
4.9972,0.036994,0.016143,-38.616,-22.585,3.5079
4.9971,0.032591,0.021296,-38.615,-23.571,4.5364
4.9973,0.027239,0.025432,-38.615,-24.562,5.5409
4.9979,0.021519,0.02812,-38.615,-25.56,6.5308
4.9986,0.015851,0.029141,-38.618,-26.572,7.5127
4.9994,0.010735,0.028348,-38.627,-27.602,8.4905
5.0004,0.0060293,0.025996,-38.644,-28.648,9.4658
4.9983,0.0014841,0.024293,-38.583,-29.537,10.441
4.9999,0.012078,0.00020376,-39.486,-18.654,0.47062
4.9999,0.011955,0.0013194,-39.532,-19.636,1.447
4.9999,0.011975,0.0028645,-39.517,-20.618,2.5071
4.9998,0.011527,0.0043688,-39.509,-21.6,3.5512
4.9998,0.010538,0.0058085,-39.507,-22.582,4.5662
4.9998,0.009186,0.0070311,-39.507,-23.566,5.5584
4.9998,0.0076397,0.007908,-39.507,-24.553,6.5381
4.9999,0.0060292,0.008346,-39.507,-25.546,7.5126
4.9999,0.0044752,0.0082966,-39.51,-26.552,8.4863
5,0.0030938,0.0077014,-39.518,-27.571,9.4624
4.9999,0.0017812,0.006722,-39.536,-28.585,10.441
4.9989,0.00037887,0.0058205,-39.493,-29.493,11.414
4.5185,-0.19212,0.098899,-27.622,-29.435,0.47071
4.0648,-0.48676,0.082529,-28.605,-28.543,0.40901
4.4434,-0.11603,0.32986,-28.606,-29.527,1.4492
3.968,-0.072591,0.07067,-29.587,-27.548,0.41536
4.3031,-0.16102,0.24166,-29.592,-28.634,1.3528
4.4389,-0.036758,0.39923,-29.592,-29.518,2.5099
4.1909,0.19151,0.046487,-30.574,-26.539,0.41769
4.2799,0.031217,0.18613,-30.578,-27.587,1.3365
4.4659,-0.039905,0.30496,-30.58,-28.626,2.451
4.5741,-0.003423,0.4328,-30.577,-29.511,3.5529
4.4562,0.29918,0.031097,-31.562,-25.539,0.41714
4.4646,0.18251,0.13654,-31.565,-26.56,1.3244
4.5279,0.07372,0.23036,-31.569,-27.603,2.4021
4.6575,0.015997,0.31487,-31.567,-28.621,3.5122
4.7183,0.0067253,0.37902,-31.563,-29.509,4.5672
4.6815,0.30158,0.019958,-32.549,-24.549,0.41608
4.65,0.23103,0.095776,-32.554,-25.553,1.3159
4.6613,0.15114,0.16773,-32.559,-26.581,2.3647
4.7165,0.07898,0.23527,-32.56,-27.612,3.4633
4.7974,0.037598,0.27508,-32.555,-28.619,4.5386
